id,name,county,province,province_code,postcode_area,type,map_reference,latitude,longitude,census_division,area_code,time_zone
25901,Tour-Rita,Sept-Rivières – Caniapiscau,Quebec,QC,G4R,Locality,022J10,50.56917,-66.56500,Sept-Rivières – Caniapiscau,581,America/Montreal
25902,Tour-Sept-Milles,Manicouagan,Quebec,QC,G0H,Locality,022G05,49.37500,-67.66694,Manicouagan,581,America/Montreal
25903,Tour-Tableau,Sept-Rivières – Caniapiscau,Quebec,QC,G4R,Locality,022J03,50.17472,-67.15278,Sept-Rivières – Caniapiscau,581,America/Montreal
25904,Tour-Val-Marie,La Matapédia,Quebec,QC,G0J,Locality,022B05,48.41806,-67.80472,La Matapédia,581,America/Montreal
25905,Tourville,L'Islet,Quebec,QC,G0R,Village,021N04,47.10000,-69.98333,L'Islet,581,America/Montreal
25906,Toutes Aides,,Manitoba,MB,R0L,Locality,062O05,51.48500,-99.53167,Division No. 17,204,America/Winnipeg
25907,Towdystan,Cariboo,British Columbia,BC,V0L,Locality,093C06,52.26667,-125.08333,Cariboo,250,America/Vancouver
25908,Tower Estates,,Alberta,AB,T1A,Locality,072L02,50.02778,-110.72778,Division No.  1,587,America/Edmonton
25909,Tower Lake,Peace River,British Columbia,BC,V1G,Locality,094A02,56.01667,-120.56667,Peace River,250,America/Dawson_Creek
25910,Tower Road,Cape Breton,Nova Scotia,NS,B1B,Locality,011J04,46.15204,-59.95950,Cape Breton,902,America/Glace_Bay
25911,Town Lake,,Alberta,AB,T0C,Locality,083B16,52.92917,-114.40917,Division No. 11,587,America/Edmonton
25912,Townsend,Greater Vancouver,British Columbia,BC,V4E,Locality,092G02,49.13333,-122.91667,Greater Vancouver,778,America/Vancouver
25913,Townsend,Haldimand-Norfolk,Ontario,ON,N0A,Locality,040I16,42.89333,-80.14111,Haldimand-Norfolk,519,America/Toronto
25914,Townsend Centre,Haldimand-Norfolk,Ontario,ON,N0E,Locality,040I16,42.93281,-80.24707,Haldimand-Norfolk,519,America/Toronto
25915,Toyes Hill,Stormont Dundas and Glengarry,Ontario,ON,K0E,Locality,031B14,44.98942,-75.33099,Stormont Dundas and Glengarry,613,America/Toronto
25916,Tracadie,Gloucester,New Brunswick,NB,E1X,Locality,021P10,47.51698,-64.91205,Gloucester,506,America/Moncton
25917,Tracadie,Antigonish,Nova Scotia,NS,B0H,Locality,011F12,45.62540,-61.66480,Antigonish,902,America/Halifax
25918,Tracadie,Queens,Prince Edward Island,PE,C0A,Locality,011L07,46.34698,-62.96322,Queens,902,America/Halifax
25919,Tracadie Beach,Gloucester,New Brunswick,NB,E1X,Locality,021P07,47.45188,-64.91361,Gloucester,506,America/Moncton
25920,Tracadie Cross,Queens,Prince Edward Island,PE,C0A,Locality,011L07,46.35109,-62.96141,Queens,902,America/Halifax
25921,Tracadie-Sheila,Gloucester,New Brunswick,NB,E1X,Town,021P10,47.51444,-64.91806,Gloucester,506,America/Moncton
25922,Tracey Mills,Carleton,New Brunswick,NB,E7K,Locality,021J05,46.43935,-67.74006,Carleton,506,America/Moncton
25923,Tracy,Sunbury,New Brunswick,NB,E5L,Village,021G10,45.67673,-66.68278,Sunbury,506,America/Moncton
25924,Tracy,Pierre-De Saurel,Quebec,QC,J3R,Locality,031I03,46.02500,-73.14167,Pierre-De Saurel,450,America/Montreal
25925,Tracy Depot,Restigouche,New Brunswick,NB,E8B,Locality,021O13,47.79429,-67.53639,Restigouche,506,America/Moncton
25926,Tracyville,Sunbury,New Brunswick,NB,E5L,Locality,021G10,45.73645,-66.66768,Sunbury,506,America/Moncton
25927,Traders Cove,Central Okanagan,British Columbia,BC,V1Z,Locality,082E14,49.93333,-119.50000,Central Okanagan,250,America/Vancouver
25928,Trafalgar,Fraser Valley,British Columbia,BC,V0X,Locality,092H06,49.43333,-121.43333,Fraser Valley,604,America/Vancouver
25929,Trafalgar,Guysborough,Nova Scotia,NS,B0J,Locality,011E07,45.28830,-62.65965,Guysborough,902,America/Halifax
25930,Trafalgar,Halton,Ontario,ON,L6M,Locality,030M05,43.48806,-79.72028,Halton,289,America/Toronto
25931,Trafalgar Heights,Middlesex,Ontario,ON,N5V,Locality,040I14,42.99250,-81.16167,Middlesex,519,America/Toronto
25932,Trail,Kootenay Boundary,British Columbia,BC,V1R,City,082F04,49.09444,-117.70917,Kootenay Boundary,250,America/Vancouver
25933,Trait-Carré,L'Île-d'Orléans,Quebec,QC,G0A,Locality,021L14,46.86333,-71.09750,L'Île-d'Orléans,581,America/Montreal
25934,Trait-Carré,La Côte-de-Gaspé,Quebec,QC,G4X,Locality,022A16,48.95722,-64.33833,La Côte-de-Gaspé,581,America/Montreal
25935,Tralee,Wellington,Ontario,ON,N0G,Locality,040P10,43.68357,-80.83403,Wellington,519,America/Toronto
25936,Tramore,Renfrew,Ontario,ON,K0J,Locality,031F11,45.62107,-77.46045,Renfrew,613,America/Toronto
25937,Tramping Lake,,Saskatchewan,SK,S0K,Village,073C02,52.13613,-108.94922,Division No. 13,306,America/Regina
25938,Tranquility,Brant,Ontario,ON,N3R,Locality,040P01,43.17861,-80.27694,Brant,519,America/Toronto
25939,Tranquille,Thompson-Nicola,British Columbia,BC,V2E,Locality,092I10,50.71667,-120.51667,Thompson-Nicola,250,America/Vancouver
25940,Transcona,,Manitoba,MB,R2C,Locality,062H14,49.89556,-97.00528,Division No. 11,204,America/Winnipeg
25941,Transcona,,Saskatchewan,SK,S4T,Locality,072I07,50.46671,-104.64916,Division No.  6,306,America/Regina
25942,Transfiguration,Témiscouata,Quebec,QC,G0L,Locality,021N15,47.92000,-68.78528,Témiscouata,581,America/Montreal
25943,Trapper's Landing,Thunder Bay,Ontario,ON,P0T,Locality,052J02,50.20094,-90.71624,Thunder Bay,807,America/Winnipeg
25944,Travellers Rest,Prince,Prince Edward Island,PE,C1N,Locality,011L05,46.41828,-63.73867,Prince,902,America/Halifax
25945,Travers,,Alberta,AB,T0L,Locality,082I02,50.24389,-112.55639,Division No.  5,587,America/Edmonton
25946,Traverse Bay,,Manitoba,MB,R0E,Locality,062I09,50.67333,-96.48556,Division No.  1,204,America/Winnipeg
25947,Traverse-du-Remous,Nicolet-Yamaska,Quebec,QC,J0G,Locality,031I02,46.03306,-72.73389,Nicolet-Yamaska,450,America/Montreal
25948,Traverse Landing,Greater Sudbury / Grand Sudbury,Ontario,ON,P0M,Locality,041I06,46.45700,-81.45817,Greater Sudbury / Grand Sudbury,705,America/Toronto
25949,Traverston,Grey,Ontario,ON,N0C,Locality,041A07,44.26917,-80.74528,Grey,519,America/Toronto
25950,Traynor,,Saskatchewan,SK,S0K,Locality,073C01,52.24407,-108.38985,Division No. 12,306,America/Regina
25951,Traytown,,Newfoundland and Labrador,NL,A0G,Town,002C12,48.66106,-53.97834,Division No.  7,709,America/St_Johns
25952,Traytown,,Newfoundland and Labrador,NL,A5A,Locality,002C04,48.21667,-53.51583,Division No.  7,709,America/St_Johns
25953,Treadwell,Prescott and Russell,Ontario,ON,K0B,Locality,031G11,45.59681,-75.01054,Prescott and Russell,613,America/Toronto
25954,Trecastle,Wellington,Ontario,ON,N0G,Locality,040P15,43.78306,-80.80583,Wellington,519,America/Toronto
25955,Trécesson,Abitibi,Quebec,QC,J0Y,Village,032D09,48.65000,-78.31667,Abitibi,819,America/Montreal
25956,Tree Farm,Vaudreuil-Soulanges,Quebec,QC,J7V,Locality,031G08,45.44500,-74.14500,Vaudreuil-Soulanges,450,America/Montreal
25957,Treelon,,Saskatchewan,SK,S0N,Locality,072F01,49.00160,-108.38832,Division No.  4,306,America/Regina
25958,Treesbank,,Manitoba,MB,R0K,Locality,062G12,49.63611,-99.60944,Division No.  7,204,America/Winnipeg
25959,Treesbank Ferry,,Manitoba,MB,R0K,Locality,062G12,49.66417,-99.60056,Division No.  7,204,America/Winnipeg
25960,Trefoil,,Alberta,AB,T0J,Locality,082P01,51.19306,-112.19361,Division No.  4,587,America/Edmonton
25961,Tregarva,,Saskatchewan,SK,S0G,Locality,072I10,50.60503,-104.71497,Division No.  6,306,America/Regina
25962,Treherne,,Manitoba,MB,R0G,Town,062G10,49.62944,-98.69778,Division No.  8,204,America/Winnipeg
25963,Tremaine,,Manitoba,MB,R0J,Locality,062J04,50.12361,-99.93417,Division No. 15,204,America/Winnipeg
25964,Tremaudan,,Manitoba,MB,R0B,Locality,063F14,53.90889,-101.17111,Division No. 21,204,America/Winnipeg
25965,Tremblay,Peace River,British Columbia,BC,V0C,Locality,093P15,55.78333,-120.85000,Peace River,250,America/Dawson_Creek
25966,Tremblay,Gloucester,New Brunswick,NB,E8J,Locality,021P13,47.74798,-65.75768,Gloucester,506,America/Moncton
25967,Trembleur,Bulkley-Nechako,British Columbia,BC,V0J,Locality,093K14,54.86667,-125.11667,Bulkley-Nechako,250,America/Vancouver
25968,Trembley,Algoma,Ontario,ON,P0S,Locality,041N15,47.98314,-84.83294,Algoma,705,America/Toronto
25969,Trembowla,,Manitoba,MB,R0L,Locality,062N08,51.27222,-100.24861,Division No. 17,204,America/Winnipeg
25970,Tremont,Kings,Nova Scotia,NS,B0P,Locality,021A15,44.95159,-64.93303,Kings,902,America/Halifax
25971,Trenche,La Tuque,Quebec,QC,G9X,Locality,031P10,47.74417,-72.88111,La Tuque,819,America/Montreal
25972,Trend Village,Ottawa,Ontario,ON,K2H,Locality,031G05,45.33031,-75.79054,Ottawa,613,America/Toronto
25973,Trenholm,Drummond,Quebec,QC,J0B,Locality,031H09,45.70361,-72.20667,Drummond,450,America/Montreal
25974,Trentham,,Manitoba,MB,R0A,Locality,062H07,49.38889,-96.66750,Division No.  2,204,America/Winnipeg
25975,Trenton,Pictou,Nova Scotia,NS,B0K,Town,011E10,45.61052,-62.63937,Pictou,902,America/Halifax
25976,Trenton,Hastings,Ontario,ON,K8V,Locality,031C04,44.11000,-77.57861,Hastings,613,America/Toronto
25977,Trenton Junction,Hastings,Ontario,ON,K8V,Locality,031C04,44.11528,-77.59917,Hastings,613,America/Toronto
25978,Trent River,Northumberland,Ontario,ON,K0L,Locality,031C05,44.39531,-77.87041,Northumberland,289,America/Toronto
25979,Trépanier,Central Okanagan,British Columbia,BC,V1Z,Locality,082E13,49.78333,-119.70000,Central Okanagan,250,America/Vancouver
25980,Trepassey,,Newfoundland and Labrador,NL,A0A,Town,001K11,46.74676,-53.36363,Division No.  1,709,America/St_Johns
25981,Très-Saint-Rédempteur,Vaudreuil-Soulanges,Quebec,QC,J0P,Village,031G08,45.43333,-74.38333,Vaudreuil-Soulanges,450,America/Montreal
25982,Très-Saint-Sacrement,Le Haut-Saint-Laurent,Quebec,QC,J0S,Village,031H04,45.18333,-73.85000,Le Haut-Saint-Laurent,450,America/Montreal
25983,Trevelyan,Leeds and Grenville,Ontario,ON,K0E,Locality,031B12,44.52722,-75.93306,Leeds and Grenville,613,America/Toronto
25984,Trevessa Beach,,Saskatchewan,SK,S0M,Hamlet,073F01,53.03166,-108.33232,Division No. 17,306,America/Regina
25985,Trewdale,,Saskatchewan,SK,S0H,Locality,072J02,50.15003,-106.50061,Division No.  7,306,America/Regina
25986,Triangle,,Alberta,AB,T0G,Locality,083N07,55.43250,-116.71917,Division No. 17,587,America/Edmonton
25987,Triangle,,Newfoundland and Labrador,NL,A0K,Locality,003D13,52.83703,-55.85216,Division No. 10,709,America/St_Johns
25988,Tribune,,Saskatchewan,SK,S0C,Village,062E04,49.24785,-103.82527,Division No.  2,306,America/Regina
25989,Tring-Jonction,Robert-Cliche,Quebec,QC,G0N,Town,021L07,46.26667,-70.98333,Robert-Cliche,581,America/Montreal
25990,Trinity,,Newfoundland and Labrador,NL,A0C,Town,002C06,48.37547,-53.39466,Division No.  7,709,America/St_Johns
25991,Trinity,,Newfoundland and Labrador,NL,A0G,Locality,002C13,48.98250,-53.90833,Division No.  7,709,America/St_Johns
25992,Trinity,Hamilton,Ontario,ON,L9G,Locality,040P01,43.17389,-80.03639,Hamilton,289,America/Toronto
25993,Trinity Bay North,,Newfoundland and Labrador,NL,A0C,Town,002C11,48.50151,-53.08145,Division No.  7,709,America/St_Johns
25994,Trinity East,,Newfoundland and Labrador,NL,A0C,Locality,002C06,48.37917,-53.34500,Division No.  7,709,America/St_Johns
25995,Trinity Park,,Manitoba,MB,R7A,Locality,062G13,49.82000,-99.95028,Division No.  7,204,America/Winnipeg
25996,Trinity Valley,North Okanagan,British Columbia,BC,V0E,Locality,082L07,50.40000,-118.91667,North Okanagan,250,America/Vancouver
25997,Trinny Cove,,Newfoundland and Labrador,NL,A0B,Locality,001N05,47.49056,-53.90944,Division No.  1,709,America/St_Johns
25998,Triple Bay Park,Simcoe,Ontario,ON,L0K,Locality,031D13,44.76262,-79.83151,Simcoe,705,America/Toronto
25999,Tripp Settlement,York,New Brunswick,NB,E6L,Locality,021J02,46.01837,-66.89780,York,506,America/Moncton
26000,Triquet,Le Domaine-du-Roy,Quebec,QC,G8K,Locality,032A09,48.68139,-72.47694,Le Domaine-du-Roy,581,America/Montreal
26001,Tristram,,Alberta,AB,T4J,Locality,083A11,52.59361,-113.22889,Division No.  8,587,America/Edmonton
26002,Triton,,Newfoundland and Labrador,NL,A0J,Town,002E12,49.51833,-55.61988,Division No.  8,709,America/St_Johns
26003,Triton West,,Newfoundland and Labrador,NL,A0J,Locality,002E12,49.52750,-55.61222,Division No.  8,709,America/St_Johns
26004,Triwood,,Alberta,AB,T2L,Locality,082O01,51.08333,-114.10833,Division No.  6,587,America/Edmonton
26005,Trochu,,Alberta,AB,T0M,Town,082P14,51.82861,-113.22806,Division No.  5,587,America/Edmonton
26006,Trois-Lacs,Le Granit,Quebec,QC,G6B,Locality,021E07,45.46750,-70.85806,Le Granit,819,America/Montreal
26007,Trois-Lacs,Les Sources,Quebec,QC,J1T,Locality,021E13,45.79722,-71.88333,Les Sources,819,America/Montreal
26008,Trois-Pistoles,Les Basques,Quebec,QC,G0L,City,022C03,48.12560,-69.17536,Les Basques,581,America/Montreal
26009,Trois-Rives,Mékinac,Quebec,QC,G0X,Village,031P02,47.00000,-72.75000,Mékinac,819,America/Montreal
26010,Trois-Rivières,Francheville,Quebec,QC,G9A,City,031I07,46.34308,-72.54338,Francheville,819,America/Montreal
26011,Trois-Rivières-Ouest,Francheville,Quebec,QC,G9B,Locality,031I07,46.32500,-72.60556,Francheville,819,America/Montreal
26012,Trois-Ruisseaux,Westmorland,New Brunswick,NB,E4N,Locality,021I01,46.20961,-64.21005,Westmorland,506,America/Moncton
26013,Trois-Ruisseaux,Minganie – Le Golfe-du-Saint-Laurent,Quebec,QC,G0G,Locality,022H16,49.92611,-64.07861,Minganie – Le Golfe-du-Saint-Laurent,581,America/Montreal
26014,Trois-Saumons,L'Islet,Quebec,QC,G0R,Locality,021M01,47.16083,-70.31611,L'Islet,581,America/Montreal
26015,Trois-Saumons-Station,L'Islet,Quebec,QC,G0R,Locality,021M01,47.15472,-70.29556,L'Islet,581,America/Montreal
26016,Trossachs,,Saskatchewan,SK,S0C,Hamlet,072H09,49.63537,-104.22529,Division No.  2,306,America/Regina
26017,Trottier,Arthabaska,Quebec,QC,G0P,Locality,021L04,46.05056,-71.69167,Arthabaska,819,America/Montreal
26018,Trou-à-Gardner,Kamouraska,Quebec,QC,G0L,Locality,021N05,47.34917,-69.71250,Kamouraska,581,America/Montreal
26019,Trou-à-Pépette,Kamouraska,Quebec,QC,G0L,Locality,021N05,47.36750,-69.73167,Kamouraska,581,America/Montreal
26020,Troup,Central Kootenay,British Columbia,BC,V1L,Locality,082F11,49.55000,-117.23333,Central Kootenay,250,America/Vancouver
26021,Trout Brook,Northumberland,New Brunswick,NB,E9E,Locality,021P04,47.11512,-65.79422,Northumberland,506,America/Moncton
26022,Trout Brook,Cape Breton,Nova Scotia,NS,B1K,Locality,011F16,45.98788,-60.15742,Cape Breton,902,America/Glace_Bay
26023,Trout Creek,Okanagan-Similkameen,British Columbia,BC,V2A,Locality,082E12,49.56667,-119.61667,Okanagan-Similkameen,250,America/Vancouver
26024,Trout Creek,Parry Sound,Ontario,ON,P0H,Locality,031E14,45.98579,-79.36181,Parry Sound,705,America/Toronto
26025,Trout Lake,,Alberta,AB,T0G,Locality,084B10,56.50000,-114.53333,Division No. 17,587,America/Edmonton
26026,Trout Lake,Columbia-Shuswap,British Columbia,BC,V0E,Locality,082K12,50.64722,-117.53889,Columbia-Shuswap,250,America/Vancouver
26027,Trout Lake,Guysborough,Nova Scotia,NS,B0H,Locality,011F06,45.26570,-61.45393,Guysborough,902,America/Halifax
26028,Trout Lake,Algoma,Ontario,ON,P0S,Locality,041N01,47.03889,-84.09278,Algoma,705,America/Toronto
26029,Trout Mills,Nipissing,Ontario,ON,P1B,Locality,031L06,46.33250,-79.40000,Nipissing,705,America/Toronto
26030,Trout River,,Newfoundland and Labrador,NL,A0K,Town,012G08,49.47393,-58.12529,Division No.  9,709,America/St_Johns
26031,Trout River,Le Haut-Saint-Laurent,Quebec,QC,J0S,Locality,031G01,45.05000,-74.28333,Le Haut-Saint-Laurent,450,America/Montreal
26032,Trouty,,Newfoundland and Labrador,NL,A0C,Locality,002C06,48.32917,-53.40472,Division No.  7,709,America/St_Johns
26033,Trowbridge,Perth,Ontario,ON,N4W,Locality,040P11,43.73177,-81.02685,Perth,519,America/Toronto
26034,Troy,Inverness,Nova Scotia,NS,B9A,Locality,011F11,45.68021,-61.43409,Inverness,902,America/Halifax
26035,Troy,Hamilton,Ontario,ON,L0R,Locality,040P08,43.26056,-80.18528,Hamilton,519,America/Toronto
26036,Troy,Chatham-Kent,Ontario,ON,N0P,Locality,040I05,42.37861,-81.90194,Chatham-Kent,519,America/Toronto
26037,Truax,,Saskatchewan,SK,S0H,Locality,072H15,49.90447,-104.94411,Division No.  2,306,America/Regina
26038,Trudeau,Thunder Bay,Ontario,ON,P0T,Locality,042C12,48.69389,-85.76972,Thunder Bay,705,America/Toronto
26039,Trudel,Gloucester,New Brunswick,NB,E8R,Locality,021P11,47.69250,-65.13475,Gloucester,506,America/Moncton
26040,Trudel,Le Granit,Quebec,QC,G6B,Locality,021E10,45.53889,-70.75833,Le Granit,819,America/Montreal
26041,Truemanville,Cumberland,Nova Scotia,NS,B4H,Locality,021H16,45.85572,-64.07520,Cumberland,902,America/Halifax
26042,Truman,,Alberta,AB,T0A,Locality,073L06,54.45889,-111.20417,Division No. 12,587,America/Edmonton
26043,Trump Islands,,Newfoundland and Labrador,NL,A0G,Locality,002E10,49.58417,-54.77306,Division No.  8,709,America/St_Johns
26044,Truro,Colchester,Nova Scotia,NS,B2N,Town,011E06,45.36496,-63.27985,Colchester,902,America/Halifax
26045,Truro Heights,Colchester,Nova Scotia,NS,B6L,Locality,011E06,45.34739,-63.31496,Colchester,902,America/Halifax
26046,Trutch,Peace River,British Columbia,BC,V0C,Locality,094G10,57.73333,-122.95000,Peace River,250,America/Dawson_Creek
26047,Tryon,Prince,Prince Edward Island,PE,C0B,Locality,011L04,46.23780,-63.54284,Prince,902,America/Halifax
26048,Tryon Settlement,Charlotte,New Brunswick,NB,E5A,Locality,021G06,45.41718,-67.13878,Charlotte,506,America/Moncton
26049,Tsawwassen,Greater Vancouver,British Columbia,BC,V4M,Locality,092G03,49.01667,-123.08333,Greater Vancouver,778,America/Vancouver
26050,Tsawwassen Beach,Greater Vancouver,British Columbia,BC,V4M,Locality,092G03,49.00202,-123.08334,Greater Vancouver,360,America/Los_Angeles
26051,Ts'axq'oo-is,Alberni-Clayoquot,British Columbia,BC,V0R,Locality,092C11,48.72444,-125.08111,Alberni-Clayoquot,250,America/Vancouver
26052,Tsay Keh Dene,Peace River,British Columbia,BC,V0C,Locality,094C15,56.88333,-124.96667,Peace River,250,America/Vancouver
26053,Tshak Penatu Epit,Minganie – Le Golfe-du-Saint-Laurent,Quebec,QC,G0G,Locality,012O02,51.16083,-58.56333,Minganie – Le Golfe-du-Saint-Laurent,581,America/Blanc-Sablon
26054,Tshelu-Ashini,Minganie – Le Golfe-du-Saint-Laurent,Quebec,QC,G0G,Locality,012M16,51.82863,-62.05334,Minganie – Le Golfe-du-Saint-Laurent,581,America/Montreal
26055,Tshiahahtunekamuk,Minganie – Le Golfe-du-Saint-Laurent,Quebec,QC,G0G,Locality,022I09,50.67306,-64.05806,Minganie – Le Golfe-du-Saint-Laurent,581,America/Montreal
26056,Tshiahkuehihat Peniauiht,Minganie – Le Golfe-du-Saint-Laurent,Quebec,QC,G0G,Locality,012L04,50.22500,-63.99389,Minganie – Le Golfe-du-Saint-Laurent,581,America/Montreal
26057,Tshinuatipish,Nord-du-Québec,Quebec,QC,J0M,Locality,024A02,56.08861,-64.72778,Nord-du-Québec,819,America/Montreal
26058,Tshishenipan Pmemeshen,Minganie – Le Golfe-du-Saint-Laurent,Quebec,QC,G0G,Locality,012N08,51.31878,-60.18964,Minganie – Le Golfe-du-Saint-Laurent,581,America/Montreal
26059,Tŝideldel,Cariboo,British Columbia,BC,V0L,Locality,093B04,52.13917,-123.95222,Cariboo,250,America/Vancouver
26060,Tsiigehtchic,,Northwest Territories,NT,X0E,Hamlet,106N05,67.44240,-133.74240,Region 1,867,America/Yellowknife
26061,Ts'iispoo-a,Alberni-Clayoquot,British Columbia,BC,V0R,Locality,092C14,48.80056,-125.18222,Alberni-Clayoquot,250,America/Vancouver
26062,ts'uḵw'um,Sunshine Coast,British Columbia,BC,V0N,Locality,092G05,49.45000,-123.71667,Sunshine Coast,604,America/Vancouver
26063,Tuapaaluit,Nord-du-Québec,Quebec,QC,J0M,Locality,025E05,61.40444,-71.58083,Nord-du-Québec,819,America/Montreal
26064,Tubbs Corners,Northumberland,Ontario,ON,K0K,Locality,031C04,44.05639,-77.91417,Northumberland,289,America/Toronto
26065,Tuberose,,Saskatchewan,SK,S0L,Locality,072K16,50.90800,-108.09575,Division No.  8,306,America/Regina
26066,Tuchitua,,Yukon,YT,Y0A,Locality,105A14,60.90277,-129.23230,Yukon,250,America/Whitehorse
26067,Tucker,,Manitoba,MB,R1N,Locality,062G16,49.98806,-98.22278,Division No.  9,204,America/Winnipeg
26068,Tucks,Greater Vancouver,British Columbia,BC,V6X,Locality,092G03,49.20000,-123.11667,Greater Vancouver,778,America/Vancouver
26069,Tudor,,Alberta,AB,T0J,Locality,082P03,51.17611,-113.14611,Division No.  5,587,America/Edmonton
26070,Tuffnell,,Saskatchewan,SK,S0A,Hamlet,062M11,51.64407,-103.36814,Division No. 10,306,America/Regina
26071,Tufts Cove,Halifax,Nova Scotia,NS,B3A,Locality,011D12,44.68219,-63.59689,Halifax,902,America/Halifax
26072,Tuftsville,Hastings,Ontario,ON,K0K,Locality,031C06,44.31056,-77.49000,Hastings,613,America/Toronto
26073,Tugaske,,Saskatchewan,SK,S0H,Village,072J16,50.87399,-106.28751,Division No.  7,306,America/Regina
26074,Tugtown,Northumberland,New Brunswick,NB,E6A,Locality,021J10,46.52934,-66.53490,Northumberland,506,America/Moncton
26075,Tuktoyaktuk,,Northwest Territories,NT,X0E,Hamlet,107C07,69.45090,-133.03580,Region 1,867,America/Yellowknife
26076,Tulameen,Okanagan-Similkameen,British Columbia,BC,V0X,Locality,092H10,49.54583,-120.75833,Okanagan-Similkameen,250,America/Vancouver
26077,Tulita,,Northwest Territories,NT,X0E,Hamlet,096C13,64.90060,-125.57630,Region 2,867,America/Yellowknife
26078,Tullamore,Peel,Ontario,ON,L6P,Locality,030M13,43.79123,-79.75858,Peel,289,America/Toronto
26079,Tulliby Lake,,Alberta,AB,T0B,Locality,073E09,53.71639,-110.18528,Division No. 10,587,America/Edmonton
26080,Tullis,,Saskatchewan,SK,S0L,Locality,072O03,51.03790,-107.03908,Division No.  7,306,America/Regina
26081,Tullochgorum,Le Haut-Saint-Laurent,Quebec,QC,J0S,Locality,031H04,45.13833,-73.92028,Le Haut-Saint-Laurent,450,America/Montreal
26082,Tulsequah,Stikine,British Columbia,BC,V0C,Locality,104K12,58.63333,-133.55000,Stikine,250,America/Vancouver
26083,Tumbler Ridge,Peace River,British Columbia,BC,V0C,Municipality,093P03,55.12611,-120.99806,Peace River,250,America/Dawson_Creek
26084,Tummel,,Manitoba,MB,R0L,Locality,062N03,51.13944,-101.38583,Division No. 16,204,America/Winnipeg
26085,Tunaville,Charlotte,New Brunswick,NB,E5H,Locality,021G02,45.05590,-66.80110,Charlotte,506,America/Moncton
26086,Tungsten,,Northwest Territories,NT,X0E,Locality,105H16,61.94986,-128.23510,Region 4,867,America/Yellowknife
26087,Tuniit,Qikiqtaaluk,Nunavut,NU,X0A,Locality,037G10,71.74722,-77.72889,Qikiqtaaluk,819,America/Iqaluit
26088,Tunirtait,Nord-du-Québec,Quebec,QC,J0M,Locality,035J05,62.26167,-75.58556,Nord-du-Québec,819,America/Montreal
26089,Tunirtaniarvik,Nord-du-Québec,Quebec,QC,J0M,Locality,035J05,62.28083,-75.56528,Nord-du-Québec,819,America/Montreal
26090,Tunis,Cochrane,Ontario,ON,P0L,Locality,042A15,48.83959,-80.83985,Cochrane,705,America/Toronto
26091,Tunney's Pasture,Ottawa,Ontario,ON,K1Y,Locality,031G05,45.40616,-75.73877,Ottawa,613,America/Toronto
26092,Tunstall,,Saskatchewan,SK,S0N,Locality,072K04,50.15425,-109.78010,Division No.  8,306,America/Regina
26093,Tununuk,,Northwest Territories,NT,X0E,Locality,107C03,69.00003,-134.66944,Region 1,867,America/Yellowknife
26094,Tupialuviniq,Nord-du-Québec,Quebec,QC,J0M,Locality,033M01,55.01139,-78.44167,Nord-du-Québec,819,America/Montreal
26095,Tupirvialuit,Nord-du-Québec,Quebec,QC,J0M,Locality,024I13,58.83306,-65.79167,Nord-du-Québec,819,America/Montreal
26096,Tupirviit,Nord-du-Québec,Quebec,QC,J0M,Locality,025C04,60.15972,-69.70750,Nord-du-Québec,819,America/Montreal
26097,Tupirvikallak,Nord-du-Québec,Quebec,QC,J0M,Locality,025E12,61.54556,-71.71528,Nord-du-Québec,819,America/Montreal
26098,Tupirvituqaaluit,Nord-du-Québec,Quebec,QC,J0M,Locality,035J06,62.26694,-75.03806,Nord-du-Québec,819,America/Montreal
26099,Tupirvituqaaluttalik,Nord-du-Québec,Quebec,QC,J0M,Locality,035K08,62.33850,-76.11914,Nord-du-Québec,819,America/Montreal
26100,Tupirviturlik,Nord-du-Québec,Quebec,QC,J0M,Locality,034K05,58.33278,-77.88917,Nord-du-Québec,819,America/Montreal
26101,Tupirvivinirtalik,Nord-du-Québec,Quebec,QC,J0M,Locality,034N04,59.20417,-77.97278,Nord-du-Québec,819,America/Montreal
26102,Tupper,Peace River,British Columbia,BC,V0C,Locality,093P09,55.50000,-120.03333,Peace River,250,America/Dawson_Creek
26103,Tupper Lake,Kings,Nova Scotia,NS,B0P,Locality,021H02,45.02329,-64.58865,Kings,902,America/Halifax
26104,Tupperville,Annapolis,Nova Scotia,NS,B0S,Locality,021A14,44.79757,-65.36813,Annapolis,902,America/Halifax
26105,Tupperville,Chatham-Kent,Ontario,ON,N0P,Locality,040J09,42.59023,-82.26955,Chatham-Kent,519,America/Toronto
26106,Turaagaak,Nord-du-Québec,Quebec,QC,J0M,Locality,035J02,62.17333,-74.76500,Nord-du-Québec,819,America/Montreal
26107,Turbine,Greater Sudbury / Grand Sudbury,Ontario,ON,P0M,Locality,041I05,46.37487,-81.50944,Greater Sudbury / Grand Sudbury,705,America/Toronto
26108,Turcot,Montréal,Quebec,QC,H4B,Locality,031H05,45.45889,-73.63028,Montréal,514,America/Montreal
26109,Turgeon,Restigouche,New Brunswick,NB,E8G,Locality,021P13,47.88458,-65.86529,Restigouche,506,America/Moncton
26110,Turin,,Alberta,AB,T0K,Locality,082H15,49.96528,-112.52639,Division No.  2,587,America/Edmonton
26111,Turin,Chatham-Kent,Ontario,ON,N0P,Locality,040I12,42.52417,-81.87417,Chatham-Kent,519,America/Toronto
